year,paper,affiliations
2018,RoadTracer: Automatic Extraction of Road Networks From Aerial Images,MIT CSAIL
2018,Alternating-Stereo VINS: Observability Analysis and Performance Evaluation,Google LLC
2018,Soccer on Your Tabletop,Research Scientist at Google
2018,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,Yonsei University
2018,A Hybrid l1-l0 Layer Decomposition Model for Tone Mapping,The Hong Kong Polytechnic University
2018,Deeply Learned Filter Response Functions for Hyperspectral Reconstruction,"National Institute of Informatics, Japan"
2018,CRRN: Multi-Scale Guided Concurrent Reflection Removal Network,Nanyang Technological University
2018,Single Image Reflection Separation With Perceptual Losses,Research Scientist at Adobe
2018,A Robust Method for Strong Rolling Shutter Effects Correction Using Lines With Automatic Feature Selection,Hunan University
2018,Efficient Diverse Ensemble for Discriminative Co-Tracking,"Research Scientist, RIKEN AIP/Kyoto University"
2018,Rolling Shutter and Radial Distortion Are Features for High Frame Rate Multi-Camera Tracking,"Facebook Inc, UNC-CH"
2018,A Twofold Siamese Network for Real-Time Object Tracking,University of Science and Technology of China
2018,Multimodal Visual Concept Learning With Weakly Supervised Techniques,"PhD candidate, Imperial College London"
2018,Efficient Large-Scale Approximate Nearest Neighbor Search on OpenCL FPGA,University of Pennsylvania
2018,Learning a Complete Image Indexing Pipeline,valeo.ai
2018,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning,covariant.ai
2018,Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,"University of Montreal, Mila, DeepMind"
2018,Learning Pixel-Level Semantic Affinity With Image-Level Supervision for Weakly Supervised Semantic Segmentation,Kakao Corp.
2018,Cross-Domain Weakly-Supervised Object Detection Through Progressive Domain Adaptation,"Research Scientist, CyberAgent AI Lab"
2018,RotationNet: Joint Object Categorization and Pose Estimation Using Multiviews From Unsupervised Viewpoints,Tokyo Institute of Technology
2018,WILDTRACK: A Multi-Camera HD Dataset for Dense Unscripted Pedestrian Detection,University of California Berkeley
2018,Natural and Effective Obfuscation by Head Inpainting,"Assistant Professor of Computer Science, Singapore Management University"
2018,V2V-PoseNet: Voxel-to-Voxel Prediction Network for Accurate 3D Hand and Human Pose Estimation From a Single Depth Map,Seoul National University
2018,Ring Loss: Convex Feature Normalization for Face Recognition,Ph.D. student
2018,Adversarially Occluded Samples for Person Re-Identification,"Institute of Automation, Chinese Academy of Sciences"
2018,4DFAB: A Large Scale 4D Database for Facial Expression Analysis and Biometric Applications,"Research scientist in Samsung AI Center, Cambridge"
2018,Seeing Small Faces From Robust Anchor's Perspective,Meta AI
2018,2D/3D Pose Estimation and Action Recognition Using Multitask Deep Learning,"Postdoctoral Researcher, Max Planck Institute for Informatics"
2018,Dense 3D Regression for Hand Pose Estimation,Facebook Reality Lab
2018,PoseTrack: A Benchmark for Human Pose Estimation and Tracking,Google Research
2018,Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,Stanford University
2018,Encoding Crowd Interaction With Deep Neural Network for Pedestrian Trajectory Prediction,Institute of High Performance Computing (IHPC) - A*STAR
2018,Mean-Variance Loss for Deep Age Estimation From a Face,"Alibaba DAMO Academy, Autonomous Driving Lab"
2018,Probabilistic Joint Face-Skull Modelling for Facial Reconstruction,PhD Candidate
2018,Learning Latent Super-Events to Detect Multiple Activities in Videos,Google Research
2018,Temporal Hallucinating for Action Recognition With Few Still Images,Shenzhen Institutes of Advanced Technology，Chinese Academy of Sciences
2018,Deep Progressive Reinforcement Learning for Skeleton-Based Action Recognition,University of Oxford
2018,When Will You Do What? - Anticipating Temporal Occurrences of Activities,University of Bonn
2018,Fusing Crowd Density Maps and Visual Object Trackers for People Tracking in Crowd Scenes,University of Chinese Academy of Sciences; City University of Hong Kong
2018,Dual Attention Matching Network for Context-Aware Feature Sequence Based Person Re-Identification,Beijing University of Posts and Telecommunications
2018,Human Appearance Transfer,"Research Scientist, Google"
2018,Domain Generalization With Adversarial Feature Learning,"Assistant Professor, Department of Electrical Engineering, City University of Hong Kong"
2018,Pyramid Stereo Matching Network,National Chiao Tung University;aetherAI
2018,Learning Answer Embeddings for Visual Question Answering,Google
2018,Good View Hunting: Learning Photo Composition From Dense View Pairs,Stony Brook University
2018,CleanNet: Transfer Learning for Scalable Image Classifier Training With Label Noise,Google Brain
2018,Structured Uncertainty Prediction Networks,"Doctor of Engineering (EngD), University of Bath, Anthropics Technology Ltd."
2018,Generative Image Inpainting With Contextual Attention,Senior Research Scientist at Google Brain (g.co/brain)
2018,Conditional Image-to-Image Translation,"Associate Professor of Computer Science, Hunan University"
2018,Feature Generating Networks for Zero-Shot Learning,"PostDoc, ETH Zurich"
2018,Joint Optimization Framework for Learning With Noisy Labels,The University of Tokyo
2018,Convolutional Image Captioning,"Graduate Student, University of Illinois, Urbana-Champaign"
2018,AON: Towards Arbitrarily-Oriented Text Recognition,Zhejiang University & Hikvision Research Institute
2018,Wrapped Gaussian Process Regression on Riemannian Manifolds,"AI Scientist, Silo AI"
2018,DiverseNet: When One Right Answer Is Not Enough,"Senior Research Scientist at Niantic, Inc."
2018,Deep Face Detector Adaptation Without Negative Transfer or Catastrophic Forgetting,"Computer Vision Scientist, Intuitive Surgical"
2018,Regularizing Deep Networks by Modeling and Predicting Label Structure,"PhD Candidate, TTI-Chicago"
2018,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs,"Research Scientist, Facebook"
2018,DVQA: Understanding Data Visualizations via Question Answering,Adobe Research
2018,Revisiting Oxford and Paris: Large-Scale Image Retrieval Benchmarking,Facebook AI
2018,Cross-Dataset Adaptation for Visual Question Answering,"Assistant Professor, The Ohio State University"
2018,Globally Optimal Inlier Set Maximization for Atlanta Frame Estimation,"Assistant Professor, UNIST"
2018,Referring Image Segmentation via Recurrent Refinement Networks,SmartMore
2018,Two Can Play This Game: Visual Dialog With Discriminative Question Generation and Answering,"PhD student, UIUC"
2018,A Deeper Look at Power Normalizations,"Senior researcher, Data61/CSIRO (former NICTA). Senior honorary lecturer, ANU, Canberra"
2018,Dimensionality's Blessing: Clustering Images by Underlying Distribution,"Assitant Professor, Singapore Management University"
2018,Eliminating Background-Bias for Robust Person Re-Identification,SenseTime Group Limited
2018,Learning to Evaluate Image Captioning,"Research Scientist, Google"
2018,Single-Shot Object Detection With Enriched Semantics,"Software Engineer, Waymo LLC"
2018,Neural Motifs: Scene Graph Parsing With Global Context,"Ph.D. Student, University of Washington"
2018,Variational Autoencoders for Deforming 3D Mesh Models,"University of Maryland, College Park"
2018,Fast Monte-Carlo Localization on Aerial Vehicles Using Approximate Continuous Belief Representations,Carnegie Mellon University
2018,Egocentric Basketball Motion Planning From a Single First-Person Image,"Assistant Professor, University of North Carolina at Chapel Hill"
2018,Human-Centric Indoor Scene Synthesis Using Stochastic Grammar,Google
2018,Rotation-Sensitive Regression for Oriented Scene Text Detection,Huawei Cloud & AI
2018,Separating Self-Expression and Visual Content in Hashtag Supervision,"Research Scientist, Google"
2018,Distort-and-Recover: Color Enhancement Using Deep Reinforcement Learning,Lunit Inc.
2018,Im2Flow: Motion Hallucination From Static Images for Action Recognition,Stanford University
2018,Actor and Action Video Segmentation From a Sentence,University of Asmterdam
2018,Egocentric Activity Recognition on a Budget,University of Sydney
2018,CNN in MRF: Video Object Segmentation via Inference in a CNN-Based Higher-Order Spatio-Temporal MRF,Tencent AI Lab
2018,End-to-End Learning of Motion Representation for Video Understanding,"PhD Student, MIT"
2018,Compressed Video Action Recognition,"Research Scientist, Facebook AI Research (FAIR)"
2018,Features for Multi-Target Multi-Camera Tracking and Re-Identification,Duke University
2018,AVA: A Video Dataset of Spatio-Temporally Localized Atomic Visual Actions,Google Inc.
2018,Who's Better? Who's Best? Pairwise Deep Ranking for Skill Determination,"Post-Doctoral Researcher, University of Amsterdam"
2018,MX-LSTM: Mixing Tracklets and Vislets to Jointly Forecast Trajectories and Head Poses,Inception Institute of Artificial Intelligence (IIAI)
2018,FlipDial: A Generative Model for Two-Way Visual Dialogue,Microsoft Research
2018,Unsupervised Textual Grounding: Linking Words to Image Concepts,"Research Assistant Professor, Toyota Technology Institute at Chicago"
2018,Focal Visual-Text Attention for Visual Question Answering,"Researcher, Tencent Youtu Lab"
2018,SeGAN: Segmenting and Generating the Invisible,"Research Scientist @ PRIOR, AI2"
2018,Cascade R-CNN: Delving Into High Quality Object Detection,University of California San Diego
2018,Learning Globally Optimized Object Detector via Policy Gradient,Tsinghua University
2018,Photographic Text-to-Image Synthesis With a Hierarchically-Nested Adversarial Network,Google
2018,Trapping Light for Time of Flight,Columbia University
2018,The Perception-Distortion Tradeoff,Google
2018,Tracking Multiple Objects Outside the Line of Sight Using Speckle Imaging,"Sr. Applied Scientist, Amazon Lab126"
2018,Inferring Light Fields From Shadows,"PhD Student, MIT"
2018,Modifying Non-Local Variations Across Multiple Views,IBM research
2018,Deep Photo Enhancer: Unpaired Learning for Image Enhancement From Photographs With GANs,University of Chicago
2018,LIME: Live Intrinsic Material Estimation,"Google, Stanford University"
2018,Learning to Detect Features in Texture Images,Facebook Reality Labs
2018,Learning to Extract a Video Sequence From a Single Motion-Blurred Image,Alibaba
2018,Lose the Views: Limited Angle CT Reconstruction via Implicit Sinogram Completion,Lawrence Livermore National Laboratory
2018,AMNet: Memorability Estimation With Attention,Kingston University London
2018,Aperture Supervision for Monocular Depth Estimation,Research Scientist at Google Research
2018,Statistical Tomography of Microscopic Life,California Institute of Technology
2018,Divide and Conquer for Full-Resolution Light Field Deblurring,"PhD student, IIT Madras"
2018,Improving Color Reproduction Accuracy on Cameras,"Member of technical staff, AMD"
2018,Real-World Anomaly Detection in Surveillance Videos,"Information Technology University, Pakistan"
2018,Efficient Video Object Segmentation via Network Modulation,ByteDance Inc.
2018,Dynamic Video Segmentation Network,MediaTek Inc.
2018,Motion-Appearance Co-Memory Networks for Video Question Answering,Momenta
2018,Dense Decoder Shortcut Connections for Single-Pass Semantic Segmentation,University of Oxford
2018,Generative Adversarial Image Synthesis With Decision Tree Latent Controller,Distinguished Researcher at NTT
2018,Learning a Discriminative Prior for Blind Image Deblurring,Huazhong University of Science and Technology
2018,Frame-Recurrent Video Super-Resolution,Google Brain
2018,Stereoscopic Neural Style Transfer,"Senior Researcher, Cognition, Cloud & AI, Microsoft"
2018,Latent RANSAC,University of Haifa
2018,Towards Open-Set Identity Preserving Face Synthesis,"Senior Researcher, Microsoft Research Asia"
2018,A Revised Underwater Image Formation Model,Harbor Branch Oceanographic Institution
2018,Graph-Cut RANSAC,ETH Zürich
2018,FFNet: Video Fast-Forwarding via Reinforcement Learning,Northwestern University
2018,Attend and Interact: Higher-Order Object Interactions for Video Understanding,Research Scientist @ Meta
